session_id,target
122,1.7188190624030181e-06
123,2.5747094091203628e-06
124,0.00028222481989823776
125,0.000394071877076358
126,1.1058564145705575e-07
127,3.564113161873964e-09
128,6.4993304306413075e-06
129,3.2958153072735302e-06
130,0.0011296024975046778
131,8.416508888175126e-06
132,4.050169808203554e-06
133,1.5812322238210996e-05
134,1.5797386503920034e-07
135,7.26640229685768e-08
136,4.652178145931377e-06
137,3.6777838620176296e-06
138,9.74106490282576e-06
139,1.3057201792601477e-07
140,4.907096175764592e-07
141,1.636305433192804e-08
142,1.0491545057441081e-05
143,2.2929682197849471e-07
144,5.238946445492196e-06
145,1.2397753237168475e-07
146,4.296634604192735e-06
147,1.5544867587242518e-08
148,0.00017887727430550065
149,2.039360902351944e-06
150,0.0043202019317076755
151,3.123857538920584e-09
152,8.868361455560662e-05
153,6.050197425476357e-07
154,2.680778292098164e-05
155,1.431988652039716e-05
156,1.2595315423128627e-06
157,2.4702303181821927e-09
158,0.0004564648984873773
159,4.21661641942566e-07
160,2.2245661636818556e-06
161,0.00010911027135580124
162,5.360518596489938e-07
163,1.8063602869687456e-05
164,7.252115590145237e-06
165,1.885073245074069e-09
166,2.1824199957185083e-05
167,4.663862569551605e-05
168,1.9047372739393398e-06
169,4.099657983816859e-05
170,8.993877699250108e-07
171,1.767906373777931e-05
172,0.00012896624772798404
173,1.1827911593224306e-06
174,1.208782699627128e-09
175,0.22697756794219104
176,3.366338310538139e-05
177,1.1544680804751807e-05
178,2.1651214911725054e-06
179,4.380193023042521e-07
180,2.6819985412638254e-07
181,2.7216588815878453e-08
182,4.0296254723689815e-06
183,7.819632464474114e-08
184,6.247882198839406e-07
185,2.9603691814299992e-06
186,3.1220563181213127e-07
187,6.059911518243599e-07
188,8.537734182228191e-08
189,4.051597739670536e-05
190,1.3222166618831e-05
191,6.681189448786135e-05
192,1.782101293906966e-08
193,2.0347788588005782e-05
194,3.687349841308989e-06
195,1.0320580148687303e-06
196,9.51408216602258e-09
197,7.126451556372075e-07
198,1.0915122252756915e-05
199,1.4451922126461985e-06
200,9.248323648821811e-08
201,1.05883909461274e-06
202,0.13860480730852395
203,1.2733378190883527e-07
204,7.067874750719288e-06
205,2.3180132834270423e-05
206,1.175087476665663e-09
207,1.086797934546185e-08
208,0.00010899597276304836
209,3.603113421351936e-08
210,1.0252815831795443e-06
211,7.645101897078227e-07
212,0.0006352518128364517
213,1.1063984061061208e-08
214,0.004767829401045049
215,8.989542255552568e-06
216,4.751261146035803e-06
217,0.0019618629361857647
218,0.0015858881477402642
219,6.825054317232571e-05
220,6.503609637157038e-09
221,1.5258984395819292e-07
222,1.1697329704780596e-06
223,5.452092755869798e-06
224,3.0017453819959645e-07
225,0.0006020447257818072
226,0.0006293246021596246
227,3.347642883386415e-05
228,1.4855016757511053e-12
229,6.045441378450939e-07
230,0.0018653697738875664
231,5.884794799865926e-06
232,9.98228727843298e-06
233,1.8737505466890705e-08
234,1.5219459705320288e-05
235,1.367053578793797e-07
236,1.2155034823677732e-06
237,1.1069971407782831e-05
238,8.258716782426942e-09
239,1.1524087850363345e-06
240,1.6150857774015692e-05
241,6.620579952143454e-06
242,5.310085461181424e-08
243,9.383644215866968e-11
244,2.3701414756736637e-06
245,2.5747096224399297e-09
246,4.328569023196752e-09
247,0.0019465719206224156
248,5.1153493277696064e-05
249,1.6390512349825488e-08
250,4.0096346644602894e-08
251,0.0065064093755654705
252,2.66410697628441e-08
253,1.9582858386829921e-07
254,6.234175181090347e-07
255,3.589580405631345e-05
256,1.3114747630728547e-10
257,9.863049310263757e-07
258,0.0019771870707257708
259,0.01847317923734726
260,8.099501184774396e-08
261,1.4909379709028805e-07
262,7.615712474665162e-05
263,2.61694052555505e-07
264,2.4748010100008293e-06
265,4.959423837974744e-05
266,4.640554116111496e-08
267,5.70813856897342e-10
268,7.4325820077185095e-06
269,6.562280858094955e-05
270,4.447229414318991e-06
271,2.1689779811676234e-08
272,1.7187341434764038e-06
273,6.819239598202318e-06
274,1.3621549898630953e-05
275,0.0006864418404925439
276,1.5361559679218205e-06
277,3.016828848316524e-06
278,1.8838329398166596e-08
279,1.0537014496783054e-07
280,5.780193788101949e-07
281,1.0731278619073203e-07
282,1.2682433462116533e-12
283,3.64227058230282e-05
284,3.655961384922942e-06
285,8.278632701400387e-09
286,2.058368361194358e-09
287,9.264009584621597e-06
288,5.44442081388582e-07
289,0.00011063096117594407
290,4.3259275744760845e-07
291,9.141681330967237e-06
292,1.498412036528798e-06
293,4.770416998703281e-06
294,1.2640263659866936e-08
295,1.3066856322486932e-06
296,8.322120610653529e-07
297,2.905435885007903e-06
298,3.446665520313323e-08
299,3.711923856662216e-07
300,1.2422363408688036e-09
301,7.467553451196379e-07
302,1.7638224689086111e-09
303,1.742415158592882e-05
304,0.00015543749820826015
305,7.612864007697146e-06
306,7.790546026462642e-07
307,1.533940859033219e-06
308,2.505817508689266e-07
309,0.0001759281991123122
310,7.89297033361755e-08
311,3.587216583211187e-09
312,1.878952519776562e-06
313,1.2106154152288823e-05
314,2.717027026325426e-08
315,0.0005786153260537714
316,4.414247498102212e-06
317,6.614288389351962e-07
318,7.242678525965162e-07
319,1.575157061951494e-07
320,8.669287741506249e-07
321,0.0001508651917375877
322,1.772844371848315e-08
323,1.2119866062616212e-05
324,3.5782075691996904e-08
325,9.412065054414447e-06
326,6.161076480423599e-05
327,1.8979794173738016e-09
328,3.738872574050638e-05
329,2.476956016072731e-06
330,1.4428616148413192e-08
331,0.0006229406328838521
332,6.338222709661266e-05
333,0.03560037497507563
334,5.3869546384243605e-08
335,3.4731695135029664e-07
336,6.264260780953555e-07
337,5.316900096193235e-05
338,7.552222262540982e-08
339,9.310410241583651e-12
340,5.129571095782967e-06
341,9.198956857977373e-06
342,2.9308144035755385e-07
343,0.0004761368881171475
344,3.8080999267627447e-05
345,0.0003613049665084247
346,2.642387558854595e-07
347,0.6522603360703233
348,2.275157240431045e-08
349,8.697320165138615e-08
350,8.096731350242413e-05
351,1.229876728060897e-05
352,1.3297396542943504e-10
353,1.4379460923865231e-05
354,0.00023189905501647633
355,0.00040748153912195727
356,5.859376284811908e-06
357,5.0701766573198e-10
358,2.0392359947841924e-07
359,2.568887792826082e-11
360,1.5303168330215986e-05
361,1.6814636629901914e-05
362,1.1468460042845313e-05
363,1.3742210047343802e-07
364,0.0006042764953948413
365,4.5541564465711995e-17
366,1.526927451484535e-09
367,6.867959742704841e-08
368,1.419716346134118e-05
369,0.00017333581764097388
370,1.9028491218308493e-05
371,4.676849759483963e-06
372,1.060988606814445e-06
373,1.5960236218993413e-07
374,9.382065732703713e-07
375,1.1998618016131079e-08
376,5.474362436325361e-06
377,5.034411205377387e-06
378,0.000282754922110921
379,2.736761960889171e-07
380,0.00015905457907412678
381,3.327705910281133e-07
382,0.00020955556807539068
383,4.2987916240417294e-06
384,4.1025013798789795e-07
385,8.614873173218415e-05
386,9.816859981600664e-07
387,1.62550621189355e-06
388,0.0001717535985657083
389,7.358991224221139e-07
390,1.03831039243305e-06
391,1.9234151110950118e-07
392,0.0003617353896664081
393,4.893357768365371e-09
394,7.033623171176358e-07
395,1.1082815746995043e-06
396,1.2322641215759651e-05
397,6.147465001681726e-07
398,1.0934525359768819e-07
399,1.8053333992399915e-09
400,1.3039995684070837e-08
401,9.062618936386566e-08
402,5.204891790809187e-07
403,1.7554390426156478e-07
404,0.03358246492614961
405,5.455830215750538e-06
406,0.0003380398968070464
407,4.813273912823057e-09
408,1.899262051940801e-07
409,5.794865610616857e-07
410,5.045510891816074e-08
411,0.00012717867198876
412,1.1599441689145264e-07
413,3.420613847451498e-07
414,1.3642876163495571e-07
415,1.4377005764607892e-10
416,3.6774349933404594e-07
417,3.206432557408512e-05
418,1.0341069529254687e-08
419,4.074636434494248e-07
420,6.371010177729734e-05
421,1.8370831061804075e-07
422,5.385282160743631e-06
423,1.4000947390333593e-07
424,3.3069402056032044e-06
425,1.1111809060781856e-09
426,0.9300946697201887
427,4.1613934096287845e-06
428,1.379283784156413e-10
429,5.448759951130403e-07
430,2.4242851555662558e-06
431,3.3555026495549024e-07
432,1.8451967174052215e-05
433,1.150683840786661e-06
434,2.3758137637547913e-05
435,6.402392746834205e-07
436,1.0308328845266835e-05
437,7.965620116750255e-08
438,3.798339202882885e-07
439,2.0233854045784362e-06
440,1.9466279576430333e-06
441,4.268709998922485e-07
442,7.999796260229184e-08
443,1.453414413899089e-07
444,1.1210866435744432e-06
445,3.7539981790264157e-07
446,0.0004986451145447868
447,9.95812446553814e-07
448,0.0010951042493229876
449,6.311462712773786e-09
450,9.341765905312346e-07
451,0.0003091002559916044
452,1.6252356441545e-12
453,4.410419489703117e-06
454,4.439751212720489e-07
455,1.4283178848812101e-06
456,0.0012736184288383492
457,4.7307088278087635e-07
458,7.4497106415221135e-09
459,9.785039035407193e-07
460,2.0595578022923866e-07
461,0.00016051917550815084
462,1.5228461642206328e-07
463,9.264315259268532e-09
464,4.108016145686144e-09
465,8.672476340995631e-05
466,0.0002019197390573476
467,2.2847783371431305e-05
468,1.2812193253632715e-06
469,7.0878801388376225e-06
470,2.769073145970742e-08
471,6.202952326617269e-07
472,4.647883838288454e-06
473,1.5596707209406256e-06
474,2.236533627464864e-08
475,2.3591094545051355e-05
476,1.6756601816257674e-06
477,4.016139040995728e-06
478,0.000348980184322008
479,0.10481064694642987
480,0.0003943870215172281
481,1.149796707779015e-11
482,1.962056799026843e-06
483,9.95472815596537e-06
484,8.299649191235517e-08
485,4.170048964835047e-12
486,7.726364304259907e-09
487,9.151480777370053e-07
488,7.7431883294406e-09
489,1.9358900917250693e-05
490,1.6400181296378217e-13
491,0.0002722676768512436
492,0.00018693923271630633
493,0.00035207798153040373
494,1.0200845031281126e-09
495,2.2773079339980768e-07
496,0.0005123144271065375
497,1.0805470315869346e-06
498,5.5308410891643226e-05
499,4.067854664413831e-09
500,0.00479264006215827
501,1.0402647766897937e-06
502,0.0010369871149149047
503,0.00012027382543776774
504,3.557934765362928e-05
505,2.4926763547167304e-05
506,1.184953726488954e-08
507,2.476313766533686e-07
508,8.188018188686218e-08
509,2.805908532185232e-14
510,1.2088187195297723e-06
511,6.195966345849379e-06
512,5.672130001424859e-06
513,1.7166361142018738e-07
514,0.0001200810868558375
515,9.659465876616927e-07
516,5.592671894226298e-05
517,2.6129623242337683e-08
518,1.8717875456670112e-06
519,4.808241475628958e-08
520,2.8062013525809145e-09
521,1.6534455662283636e-05
522,0.0033941340320890094
523,3.339231921071132e-07
524,1.2870889690350304e-05
525,0.00012834802223301998
526,7.069685533495786e-08
527,6.536071926981497e-06
528,7.0450296014248714e-09
529,1.0041444702086144e-07
530,5.830306185534982e-07
531,1.253833540054646e-06
532,3.712914038867399e-05
533,2.019884483374916e-08
534,0.7054599160485712
535,1.2171462530254194e-08
536,6.583113182253536e-06
537,2.979270339373107e-05
538,2.292663625545656e-05
539,1.5088107522810418e-06
540,3.2662963852546726e-08
541,9.666653401284633e-08
542,1.5613458272166488e-07
543,6.682517582350457e-08
544,0.019154990318247186
545,0.0001935262519430094
546,8.879741515234046e-08
547,5.184582056955688e-05
548,1.4835901870260339e-08
549,9.236753754899563e-08
550,0.00042464318991193757
551,2.0962147730360922e-07
552,5.129506161180757e-05
553,5.529291444330334e-08
554,4.859002302209473e-10
555,2.091977646424711e-06
556,9.966301825707291e-06
557,1.2028826217036182e-05
558,0.00013738536042431627
559,1.3179919732072293e-05
560,1.025008909999855e-05
561,2.8560969160575514e-05
562,8.407907246530765e-05
563,2.8582300285885885e-06
564,5.337739343399941e-10
565,0.000278011041073515
566,1.864936975887981e-05
567,8.98060762379466e-08
568,5.203345605507934e-10
569,2.2070536511083445e-06
570,1.9030211914034688e-06
571,4.956811905992362e-06
572,0.000606899103055459
573,1.619819889305059e-07
574,6.215509772673946e-08
575,1.5809273720414502e-08
576,1.3807327404745154e-08
577,7.375392509480901e-05
578,1.8824786283736685e-07
579,2.130130796578542e-06
580,8.33514105159968e-09
581,0.00013216837226930634
582,1.7809509751739794e-06
583,1.3525523131753916e-06
584,0.06408879197666022
585,2.239406251059186e-06
586,2.78614466777225e-07
587,5.850162795504604e-06
588,5.772433159061066e-13
589,7.628097866347417e-11
590,1.114872711076258e-07
591,8.76341610623625e-09
592,1.157370003325229e-07
593,1.9067808905694625e-11
594,8.396514018482903e-07
595,2.1388347366170263e-09
596,0.0013556671718313576
597,0.0002840809114302566
598,7.734328815798796e-07
599,9.179757886494515e-06
600,9.377920365154152e-05
601,1.3430629216397735e-05
602,0.00021691436277873218
603,5.957341173580108e-09
604,4.449785831567041e-06
605,4.838889533036683e-07
606,4.4657184880370404e-08
607,0.00024012988424426023
608,5.042982416048191e-09
609,2.482042250258903e-05
610,7.445048215226233e-10
611,1.3399019718829904e-09
612,0.013647395484273427
613,1.0427507360725178e-07
614,1.41160789499425e-06
615,1.8002076472040045e-06
616,3.5869786683552844e-06
617,8.945229717570425e-06
618,1.5974836253896986e-10
619,1.6601281470837575e-08
620,3.303906259695085e-07
621,1.1691684458257288e-08
622,0.021709400304350823
623,1.8682609813475194e-05
624,1.8319492140662505e-07
625,0.028733598878032795
626,5.303589569299733e-05
627,1.1938983377759418e-07
628,8.520078316878175e-10
629,0.0005183785068174376
630,9.232785670683932e-08
631,8.656891112612036e-10
632,0.000182485109628084
633,0.0027847414166217725
634,5.2937434253631336e-05
635,2.6644377663060754e-08
636,0.00025252475928588537
637,1.6863033477094236e-05
638,5.3265548789314e-07
639,1.4079123696060941e-07
640,2.0207956051585967e-07
641,2.6738381399781775e-07
642,4.7550505858772696e-07
643,0.0008789359335083529
644,2.8673842150175985e-05
645,3.072300250588198e-05
646,2.885960327876743e-07
647,7.145513711233213e-08
648,3.530831978004856e-07
649,1.8590483600262198e-05
650,7.253199972649312e-08
651,2.2525676382210984e-06
652,0.02522134722038409
653,2.438985520884574e-05
654,8.317963817653257e-09
655,0.0011650241044842016
656,0.0001987671924969102
657,6.634060844078067e-05
658,4.005701062736587e-05
659,4.840306840268044e-08
660,4.775213094517056e-05
661,4.0737098429562704e-05
662,1.384382324526494e-07
663,3.207876079337087e-14
664,2.8391102130655478e-05
665,1.937389823221407e-07
666,2.2216995612710593e-06
667,6.009662941875193e-07
668,0.0026135670588427525
669,2.3068975419356645e-06
670,1.1373948994140148e-07
671,9.155744805284148e-07
672,0.19258345136152297
673,0.12070445009505838
674,2.6906632150063896e-12
675,0.00019170709639077673
676,1.3721020687486468e-07
677,7.941204517331703e-07
678,7.338578515244038e-05
679,2.23727040377683e-08
680,1.406941541224719e-11
681,9.652268648878727e-08
682,3.5043039433137607e-07
683,5.9144296373479e-07
684,2.414975490019755e-05
685,1.3923585050633728e-06
686,2.3014106437972552e-06
687,2.293786173620844e-11
688,0.00044696191883574805
689,0.00010412740981445291
690,0.0007266977940831295
691,7.843387364573425e-10
692,6.380772440686671e-07
693,0.00026116020225892865
694,2.0910775626549715e-06
695,1.0157212659960648e-06
696,6.010407391220949e-06
697,1.6644117475548652e-07
698,1.2390416878317167e-05
699,0.00012550722279084612
700,4.9258193079606634e-06
701,0.0019050153463960103
702,1.325068913485452e-06
703,6.034428228052608e-05
704,3.8828825957961635e-12
705,9.63553947097526e-08
706,9.753868213520743e-08
707,5.569057497208467e-08
708,2.981049396227633e-06
709,0.35746198986144007
710,3.1414028608318656e-09
711,3.139930268807575e-06
712,1.0984522169483131e-06
713,5.625277228666499e-05
714,3.6922264129346704e-06
715,2.6770402504626238e-08
716,2.392709198014105e-06
717,2.5801051628736408e-05
718,9.933334109118165e-08
719,1.6195468426142872e-08
720,1.512593674674777e-07
721,4.225844916706501e-06
722,3.408546986374005e-07
723,0.002566879004013042
724,3.922611769952503e-08
725,6.097885547135849e-08
726,7.803093259372566e-09
727,0.0003029875563690621
728,0.00015085859845791267
729,8.228191296070295e-05
730,3.829934156554468e-05
731,1.9989189959127774e-08
732,1.9153006629675056e-08
733,2.509100621252058e-08
734,5.394933709216442e-06
735,0.01370833930292903
736,2.713601501017386e-10
737,3.5784358118459347e-07
738,3.295207716881283e-07
739,5.835951037234265e-05
740,1.4309163605735837e-07
741,4.174308920792881e-06
742,0.00024891453461760754
743,9.959826898702817e-05
744,6.322201804406232e-08
745,3.826261000206842e-07
746,9.501395843333177e-06
747,1.4219849430653158e-06
748,5.7060522464570497e-08
749,9.068239402664092e-05
750,1.6039736511661603e-07
751,4.5805899218322144e-07
752,2.3923497004083015e-09
753,6.093679860606056e-09
754,4.882538850766742e-07
755,3.5205506194291905e-09
756,1.4697499924363159e-05
757,8.363784725645633e-05
758,1.4720948714905224e-08
759,3.3250400209862065e-09
760,1.600317308653798e-08
761,1.0344951610182016e-08
762,1.8277389254023118e-07
763,6.337263641162004e-06
764,8.77336710278938e-12
765,2.3477971897972047e-10
766,1.8196584168415156e-10
767,8.568097975526726e-06
768,3.8507693359648146e-08
769,3.979897396802253e-05
770,7.82090768124443e-05
771,0.0033373977318845696
772,2.311172862828031e-06
773,4.5711868366303616e-06
774,2.3028592954856755e-05
775,1.3890982191877757e-06
776,0.057639763180962075
777,2.323469853849105e-13
778,1.834620726204991e-06
779,2.17449522058015e-05
780,3.853042599892849e-06
781,0.00019640562652601504
782,2.4369660219530776e-05
783,1.093009064624788e-11
784,1.2525464973658611e-06
785,1.5517446431444676e-06
786,4.768000107437379e-05
787,4.4566713294836875e-09
788,2.231019035406165e-06
789,0.0003673310797254016
790,2.270539322690663e-05
791,0.00016465129035534253
792,1.3724091593549309e-08
793,9.457534870087042e-10
794,6.672341616406124e-07
795,1.3102447976209863e-06
796,1.9513582089218421e-10
797,1.8949241223713315e-06
798,1.1771625646096988e-07
799,6.176430577091274e-07
800,2.388430023780403e-07
801,5.608845546263417e-09
802,0.0034475643779276143
803,1.318749860731504e-08
804,6.242580588296332e-06
805,6.157432604057252e-07
806,8.844847901172913e-11
807,1.2728103491500703e-07
808,4.850535152434904e-08
809,0.37041290952327566
810,1.0547333468778117e-11
811,6.253138136475725e-08
812,7.906873773751437e-05
813,6.920127906530266e-07
814,0.0019448365030718783
815,0.010691828551009466
816,7.141719890217376e-07
817,2.6202973671368827e-05
818,2.579243058367022e-07
819,1.3000184267710188e-05
820,0.0002729321851535456
821,3.3476505259949166e-06
822,0.0020605903550295966
823,1.9626663593845203e-09
824,6.574992156081214e-07
825,2.042834546138307e-06
826,1.5833326201162276e-08
827,4.781803238286991e-05
828,1.2479070041194655e-10
829,0.001448804759054319
830,7.130525126753074e-08
831,0.03108796186257318
832,3.0084201832967776e-16
833,1.396226097910783e-05
834,1.2935996623049954e-06
835,0.0006771080127013779
836,4.857923948810238e-06
837,3.7894760632555058e-06
838,2.192812602593138e-09
839,3.7941305547806953e-06
840,5.1019757082163805e-09
841,5.121476306052935e-09
842,7.3666083219456275e-06
843,0.0001483069350525407
844,6.144280368456989e-08
845,1.0041750182875268e-05
846,7.308760509513966e-07
847,9.88090628543417e-06
848,2.3150332836795237e-09
849,2.18518945369929e-05
850,6.141852217803377e-08
851,7.83392368027392e-08
852,8.039228690785803e-07
853,0.000503668880673461
854,5.180497159650263e-07
855,7.448033100540986e-09
856,1.5782085827879427e-10
857,1.6967951018973852e-06
858,2.645098158869562e-05
859,0.00013714625855828323
860,3.7367758435803477e-06
861,2.3458911835370157e-06
862,4.048826435648143e-06
863,1.3918741512229093e-06
864,4.6520941600090925e-09
865,9.926933210590212e-06
866,7.609990405939437e-07
867,7.4434778060535e-09
868,0.00011034840516988936
869,2.2968564114383824e-07
870,1.0146027093048092e-09
871,3.8098077650558626e-07
872,7.787681113884595e-12
873,5.286000557628988e-09
874,1.0723331302642811e-08
875,7.852466219402057e-05
876,9.984322935172351e-05
877,8.790015778007582e-15
878,2.4585928748876243e-06
879,1.9351280892865376e-08
880,0.0002813002328726497
881,1.369174571676503e-05
882,2.454416492531501e-06
883,0.052976067674123876
884,9.073512324273468e-05
885,0.00017553544001383046
886,5.303898959340867e-06
887,8.599077948301633e-08
888,2.3950688192883494e-09
889,4.519409410656745e-05
890,2.0572661914532552e-07
891,1.2570826010363383e-11
892,4.3338156647617143e-05
893,1.6045728583170907e-06
894,3.993967933465948e-05
895,4.979682052929848e-05
896,0.001249101500902796
897,2.8095223721509727e-05
898,0.0071954761092292395
899,7.828506681694099e-06
900,0.00015910336796344236
901,1.7085857336373335e-05
902,9.012370882481092e-07
903,2.3756840739627874e-05
904,7.235747873331451e-06
905,1.0114057729286486e-07
906,3.371824498252977e-10
907,0.011867403187802373
908,2.8314106726729337e-06
909,3.0202723268753373e-08
910,1.3209775563170563e-05
911,1.219534133896014e-07
912,2.492257287939912e-06
913,2.5428667937422863e-08
914,4.5962716984981555e-07
915,1.3206862822167955e-05
916,3.540686348083027e-05
917,3.1006268997347186e-07
918,1.3438797642957312e-07
919,1.9547484903470435e-07
920,0.0035534354152154694
921,5.645891281891945e-12
922,3.4887949723054835e-07
923,6.450164860730188e-05
924,8.986617378578153e-08
925,0.0003783803245199947
926,7.660332533485717e-08
927,8.748304297221369e-08
928,5.855624344199639e-06
929,0.0016013702127376892
930,0.001511953360093293
931,1.3349862068461016e-05
932,7.507395527142684e-05
933,8.11292115033411e-05
934,2.5892140404017577e-06
935,4.365942585270556e-07
936,2.9530353841938515e-06
937,3.491228083630198e-08
938,7.65061072115576e-06
939,0.00010001642449281485
940,8.85398030398096e-06
941,2.859216568935054e-09
942,1.8558128143539104e-07
943,0.020966894646567584
944,1.1472979475696995e-07
945,2.0494462615331758e-05
946,1.8543046766569073e-08
947,8.519323103466326e-07
948,4.725580840793955e-11
949,4.565704826766656e-08
950,4.617190714502042e-07
951,9.124979079192502e-05
952,8.037284007431762e-09
953,1.276331412380154e-06
954,0.00013759277724208202
955,0.00010236601097243077
956,9.651079494820139e-08
957,9.703499406928301e-08
958,9.020844545776189e-07
959,2.1024012999276015e-12
960,2.419879389933765e-07
961,2.3707893011991343e-07
962,3.390199532967263e-06
963,7.377035503052637e-09
964,7.4905962273628815e-06
965,4.9441405168944005e-06
966,0.0001981410430610794
967,5.408817868046141e-08
968,3.677788358954714e-06
969,1.4780321345919522e-16
970,4.598126964082659e-07
971,5.7152369590894085e-08
972,8.471411596514576e-09
973,6.353578429397232e-06
974,2.576123460420151e-07
975,1.012243536197469e-07
976,8.855681197186361e-09
977,4.9965860114429204e-05
978,5.299115907687112e-08
979,0.00813002199647346
980,3.203125391544512e-07
981,3.220522737202062e-08
982,3.86195311086694e-07
983,4.021164740573125e-06
984,3.329951788257372e-10
985,0.005937589859771229
986,0.0002078660106014334
987,1.3030992076598164e-05
988,1.4687938625147572e-08
989,3.11217709797286e-05
990,7.1453034062718e-07
991,0.0009735249912008524
992,1.2043648882278141e-06
993,1.2030026493358025e-08
994,1.9484770087464405e-07
995,1.6708933879197357e-06
996,1.2367985393798174e-09
997,1.533667174699097e-08
998,6.437627931416549e-08
999,7.359473792785717e-05
1000,3.5638446937500125e-05
1001,1.3547257956661364e-06
1002,0.0013032170314568276
1003,1.5324439298122153e-07
1004,1.6358540208483847e-07
1005,1.0746022097042422e-08
1006,1.0538705550920998e-07
1007,8.43102527158841e-07
1008,0.01680846054166586
1009,0.00021456307345034636
1010,1.2380460476031397e-06
1011,1.261203029702247e-06
1012,2.8638381929817734e-07
1013,0.0002473372150121809
1014,1.3004192114635466e-06
1015,1.0925086250377115e-09
1016,0.0008321214348311476
1017,0.00038160785123845164
1018,1.3018402804272137e-08
1019,1.060444752020192e-06
1020,1.1452313612966534e-07
1021,4.480309893049872e-09
1022,0.00022236654840640462
1023,3.6147169647373686e-08
1024,4.0643332631106457e-08
1025,0.247925037080747
1026,5.930557520806518e-05
1027,2.8540922255097495e-06
1028,1.6161756444476468e-07
1029,2.847530398861115e-08
1030,5.028591797164248e-10
1031,8.220549115987554e-11
1032,3.167364057666119e-05
1033,1.7445706442978159e-09
1034,0.0002832944228376054
1035,1.9825260144708844e-10
1036,0.0004133563438202053
1037,1.3643105971713945e-07
1038,0.00038760248050843216
1039,2.83984664251287e-09
1040,6.95745860844412e-06
1041,3.693924842359818e-06
1042,0.00043166030864361267
1043,1.0634919175926036e-08
1044,3.613084337824044e-07
1045,1.4685073349453612e-05
1046,2.4034822781834056e-05
1047,2.045720155747013e-10
1048,1.2889865727281361e-05
1049,9.41964324491353e-07
1050,4.492502905568435e-14
1051,2.0712766760647753e-05
1052,5.7007075508912536e-05
1053,1.4455457344982794e-07
1054,3.853415084579984e-06
1055,0.00043291218166792325
1056,2.8103798673772216e-07
1057,0.00013873003433576142
1058,1.7201424237366121e-06
1059,4.144450799099016e-07
1060,3.413180569751036e-05
